address,city,state,zip_code,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country
7980 MICHIGAN RD,INDIANAPOLIS,IN,46268,39.900232,-86.21705,1,range_interpolation,7980,Michigan Rd,Indianapolis,IN,Marion County,46268,US
911 BROAD RIPPLE AVE,INDIANAPOLIS,IN,46220,39.869571,-86.142874,1,range_interpolation,911,Broad Ripple Ave,Indianapolis,IN,Marion County,46220,US
724 BROAD RIPPLE AVE,INDIANAPOLIS,IN,46220,39.869826,-86.145868,1,range_interpolation,724,Broad Ripple Ave,Indianapolis,IN,Marion County,46220,US
6060 COLLEGE AVE,INDIANAPOLIS,IN,46220,39.864914,-86.146193,1,range_interpolation,6060,College Ave N,Indianapolis,IN,Marion County,46220,US
6406 CORNELL AVE,INDIANAPOLIS,IN,46220,39.872588,-86.142561,1,range_interpolation,6406,Cornell Ave,Indianapolis,IN,Marion County,46220,US
688 63RD ST,INDIANAPOLIS,IN,46220,39.87055,-86.146033,1,range_interpolation,688,E 63rd St,Indianapolis,IN,Marion County,46220,US
6523 FERGUSON ST,INDIANAPOLIS,IN,46220,39.874841,-86.143425,1,range_interpolation,6523,Ferguson St,Indianapolis,IN,Marion County,46220,US
3959 BOULEVARD PL,INDIANAPOLIS,IN,46208,39.827627,-86.163836,1,range_interpolation,3959,Boul Pl,Indianapolis,IN,Marion County,46208,US
119 56TH ST,INDIANAPOLIS,IN,46208,39.85394,-86.160004,1,range_interpolation,119,W 56th St,Indianapolis,IN,Marion County,46208,US
5601 ILLINOIS ST,INDIANAPOLIS,IN,46208,39.85395,-86.159505,1,range_interpolation,5601,S Illinois St,Indianapolis,IN,Marion County,46208,US
8140 CASTLETON RD,INDIANAPOLIS,IN,46250,39.904001,-86.050828,1,range_interpolation,8140,Castleton Rd,Indianapolis,IN,Marion County,46250,US
8616 10TH ST,INDIANAPOLIS,IN,46234,39.779012,-86.31287,1,range_interpolation,8616,10th St,Indianapolis,IN,Marion County,46234,US
9250 16TH ST,INDIANAPOLIS,IN,46234,39.786657,-86.325326,1,range_interpolation,9250,W 16th St,Indianapolis,IN,Marion County,46234,US
7415 10TH ST,INDIANAPOLIS,IN,46214,39.779041,-86.290825,1,range_interpolation,7415,10th St,Indianapolis,IN,Marion County,46214,US
1134 54TH ST,INDIANAPOLIS,IN,46220,39.85133,-86.139052,1,range_interpolation,1134,E 54th St,Indianapolis,IN,Marion County,46220,US
8465 CRAWFORDSVILLE RD,INDIANAPOLIS,IN,46234,39.81155,-86.310757,1,range_interpolation,8465,Crawfordsville Rd,Indianapolis,IN,Marion County,46234,US
9204 CRAWFORDSVILLE RD,INDIANAPOLIS,IN,46234,39.83072,-86.35889,1,range_interpolation,9204,Crawfordsville Rd,Indianapolis,IN,Hendricks County,46234,US
5802 71ST ST,INDIANAPOLIS,IN,46268,39.881798,-86.262919,1,range_interpolation,5802,W 71st St,Indianapolis,IN,Marion County,46278,US
6640 INTECH BLVD,INDIANAPOLIS,IN,46278,39.874997,-86.274278,1,range_interpolation,6640,Intech Blvd,Indianapolis,IN,Marion County,46278,US
7085 MICHIGAN RD,INDIANAPOLIS,IN,46268,39.883221,-86.20883,1,range_interpolation,7085,Michigan Rd,Indianapolis,IN,Marion County,46268,US
6851 MICHIGAN RD,INDIANAPOLIS,IN,46268,39.880023,-86.207223,1,range_interpolation,6851,Michigan Rd,Indianapolis,IN,Marion County,46268,US
6877 TOWNSHIP LINE RD,INDIANAPOLIS,IN,46260,39.87938,-86.203653,1,range_interpolation,6877,Township Line Rd,Indianapolis,IN,Marion County,46260,US
5540 MICHIGAN RD,INDIANAPOLIS,IN,46228,39.853138,-86.19458,1,range_interpolation,5540,Michigan Rd,Indianapolis,IN,Marion County,46228,US
801 73RD ST,INDIANAPOLIS,IN,46260,39.886464,-86.172974,1,range_interpolation,801,W 73rd St,Indianapolis,IN,Marion County,46260,US
6350 RUCKER RD,INDIANAPOLIS,IN,46220,39.871567,-86.079475,1,range_interpolation,6350,Rucker Rd,Indianapolis,IN,Marion County,46220,US
637 11TH ST,INDIANAPOLIS,IN,46202,39.781772,-86.170455,1,range_interpolation,637,W 11th St,Indianapolis,IN,Marion County,46202,US
1226 DR M L KING JR ST,INDIANAPOLIS,IN,46202,39.778821,-86.167749,0.8,street_center,,Dr M L King Jr St,Indianapolis,IN,Marion County,46202,US
1200 WATERWAY BLVD,INDIANAPOLIS,IN,46202,39.783209,-86.182132,1,range_interpolation,1200,Waterway Blvd,Indianapolis,IN,Marion County,46202,US
550 VIRGINIA AVE,INDIANAPOLIS,IN,46203,39.759327,-86.14724,1,range_interpolation,550,Virginia Ave,Indianapolis,IN,Marion County,46203,US
1616 BATES ST,INDIANAPOLIS,IN,46201,39.762097,-86.131687,1,range_interpolation,1616,Bates St,Indianapolis,IN,Marion County,46201,US
200 STATE AVE,INDIANAPOLIS,IN,46201,39.763683,-86.130597,1,range_interpolation,200,S State Ave,Indianapolis,IN,Marion County,46201,US
1016 CALVARY ST,INDIANAPOLIS,IN,46203,39.760341,-86.140703,1,range_interpolation,1016,Calvary St,Indianapolis,IN,Marion County,46203,US
1156 SHELBY ST,INDIANAPOLIS,IN,46203,39.751168,-86.139933,1,range_interpolation,1156,Shelby St,Indianapolis,IN,Marion County,46203,US
3509 PROSPECT ST,INDIANAPOLIS,IN,46203,39.752475,-86.107543,1,range_interpolation,3509,Prospect St,Indianapolis,IN,Marion County,46203,US
6971 38TH ST,INDIANAPOLIS,IN,46254,39.823171,-86.282919,1,range_interpolation,6971,38th Ct,Indianapolis,IN,Marion County,46254,US
6915 38TH ST,INDIANAPOLIS,IN,46254,39.823203,-86.281392,1,range_interpolation,6915,38th Ct,Indianapolis,IN,Marion County,46254,US
7615 CRAWFORDSVILLE RD,INDIANAPOLIS,IN,46214,39.805325,-86.291996,1,range_interpolation,7615,Crawfordsville Rd,Indianapolis,IN,Marion County,46214,US
2629 WATERFRONT PKWY EDR,INDIANAPOLIS,IN,46214,39.803939,-86.282664,0.9,range_interpolation,2629,Waterfront Pkwy West Dr,Indianapolis,IN,Marion County,46214,US
8091 CRAWFORDSVILLE RD,INDIANAPOLIS,IN,46214,39.808967,-86.303737,1,range_interpolation,8091,Crawfordsville Rd,Indianapolis,IN,Marion County,46214,US
2222 NEW YORK ST,INDIANAPOLIS,IN,46201,39.771426,-86.124045,1,range_interpolation,2222,E New York St,Indianapolis,IN,Marion County,46201,US
1852 SHELBY ST,INDIANAPOLIS,IN,46203,39.742582,-86.139949,1,range_interpolation,1852,Shelby St,Indianapolis,IN,Marion County,46203,US
2853 25TH ST,INDIANAPOLIS,IN,46218,39.803251,-86.116245,1,range_interpolation,2853,W 25th St,Indianapolis,IN,Marion County,46218,US
2802 EASTERN AVE,INDIANAPOLIS,IN,46218,39.807112,-86.118144,1,range_interpolation,2802,Eastern Ave,Indianapolis,IN,Marion County,46218,US
2409 COLUMBIA AVE,INDIANAPOLIS,IN,46205,39.801579,-86.136707,1,range_interpolation,2409,Columbia Ave,Indianapolis,IN,Marion County,46205,US
1132 16TH ST,INDIANAPOLIS,IN,46202,39.788845,-86.180894,1,range_interpolation,1132,W 16th St,Indianapolis,IN,Marion County,46202,US
1430 32ND ST,INDIANAPOLIS,IN,46218,39.813436,-86.135246,1,range_interpolation,1430,W 32nd St,Indianapolis,IN,Marion County,46218,US
2002 ALVORD ST,INDIANAPOLIS,IN,46202,39.794029,-86.139453,1,range_interpolation,2002,Alvord St,Indianapolis,IN,Marion County,46202,US
3132 DR A J BROWN AVE,INDIANAPOLIS,IN,46205,39.829397,-86.134374,0.33,place,,,Indianapolis,IN,Marion County,46205,US
2215 ALVORD ST,INDIANAPOLIS,IN,46205,39.797982,-86.139177,1,range_interpolation,2215,Alvord St,Indianapolis,IN,Marion County,46205,US
2830 SHERMAN DR,INDIANAPOLIS,IN,46218,39.807438,-86.102677,1,range_interpolation,2830,Sherman Cir,Indianapolis,IN,Marion County,46218,US
3135 DR A J BROWN AVE,INDIANAPOLIS,IN,46205,39.829397,-86.134374,0.33,place,,,Indianapolis,IN,Marion County,46205,US
2506 DR A J BROWN AVE,INDIANAPOLIS,IN,46205,39.829397,-86.134374,0.33,place,,,Indianapolis,IN,Marion County,46205,US
4015 KEYSTONE AVE,INDIANAPOLIS,IN,46205,39.828745,-86.121623,1,range_interpolation,4015,S Keystone Ave,Indianapolis,IN,Marion County,46205,US
2455 CENTRAL AVE,INDIANAPOLIS,IN,46205,39.802186,-86.149379,1,range_interpolation,2455,Central Ave,Indianapolis,IN,Marion County,46205,US
1919 MERIDIAN ST,INDIANAPOLIS,IN,46202,39.792254,-86.157169,1,range_interpolation,1919,N Meridian St,Indianapolis,IN,Marion County,46202,US
2331 MERIDIAN ST,INDIANAPOLIS,IN,46208,39.800089,-86.156789,1,range_interpolation,2331,Meridian Ln,Indianapolis,IN,Marion County,46208,US
1935 CAPITOL AVE,INDIANAPOLIS,IN,46202,39.792337,-86.16134,1,range_interpolation,1935,N Capitol Ave,Indianapolis,IN,Marion County,46202,US
1603 CORNELL AVE,INDIANAPOLIS,IN,46202,39.78854,-86.140599,0.9,range_interpolation,1603,N Cornell Ave,Indianapolis,IN,Marion County,46202,US
1935 CAPITOL AVE,INDIANAPOLIS,IN,46202,39.792337,-86.16134,1,range_interpolation,1935,N Capitol Ave,Indianapolis,IN,Marion County,46202,US
666 22ND ST,INDIANAPOLIS,IN,46202,39.7978,-86.145763,0.9,range_interpolation,666,E 22nd St,Indianapolis,IN,Marion County,46202,US
1015 29TH ST,INDIANAPOLIS,IN,46205,39.808599,-86.140163,1,range_interpolation,1015,E 29th St,Indianapolis,IN,Marion County,46205,US
3110 SUTHERLAND AVE,INDIANAPOLIS,IN,46205,39.811921,-86.141652,1,range_interpolation,3110,Sutherland Ave,Indianapolis,IN,Marion County,46205,US
2130 CENTRAL AVE,INDIANAPOLIS,IN,46202,39.796682,-86.149651,1,range_interpolation,2130,Central Ave,Indianapolis,IN,Marion County,46202,US
1633 CAPITOL AVE,INDIANAPOLIS,IN,46202,39.788713,-86.161291,1,range_interpolation,1633,N Capitol Ave,Indianapolis,IN,Marion County,46202,US
2126 MERIDIAN ST,INDIANAPOLIS,IN,46202,39.79563,-86.157513,1,range_interpolation,2126,N Meridian St,Indianapolis,IN,Marion County,46202,US
2425 MERIDIAN ST,INDIANAPOLIS,IN,46208,39.801768,-86.156611,1,range_interpolation,2425,Meridian Ln,Indianapolis,IN,Marion County,46208,US
2233 PARK AVE,INDIANAPOLIS,IN,46205,39.79819,-86.147792,1,range_interpolation,2233,Park Ave,Indianapolis,IN,Marion County,46205,US
1449 ILLINOIS ST,INDIANAPOLIS,IN,46202,39.786685,-86.159294,1,range_interpolation,1449,N Illinois St,Indianapolis,IN,Marion County,46202,US
1423 PENNSYLVANIA ST,INDIANAPOLIS,IN,46202,39.786093,-86.155631,1,range_interpolation,1423,Pennsylvania St,Indianapolis,IN,Marion County,46202,US
1744 ILLINOIS ST,INDIANAPOLIS,IN,46202,39.790042,-86.159228,1,range_interpolation,1744,N Illinois St,Indianapolis,IN,Marion County,46202,US
2234 PIERSON ST,INDIANAPOLIS,IN,46208,39.797854,-86.158292,1,range_interpolation,2234,Pierson St,Indianapolis,IN,Marion County,46208,US
2205 DELAWARE ST,INDIANAPOLIS,IN,46205,39.797357,-86.153413,1,range_interpolation,2205,S Delaware St,Indianapolis,IN,Marion County,46205,US
918 30TH ST,INDIANAPOLIS,IN,46205,39.810784,-86.141397,1,range_interpolation,918,E 30th St,Indianapolis,IN,Marion County,46205,US
1327 PENNSYLVANIA ST,INDIANAPOLIS,IN,46202,39.784804,-86.15562,1,range_interpolation,1327,Pennsylvania St,Indianapolis,IN,Marion County,46202,US
1633 CAPITOL AVE,INDIANAPOLIS,IN,46202,39.788713,-86.161291,1,range_interpolation,1633,N Capitol Ave,Indianapolis,IN,Marion County,46202,US
1827 MERIDIAN ST,INDIANAPOLIS,IN,46202,39.791102,-86.157153,1,range_interpolation,1827,N Meridian St,Indianapolis,IN,Marion County,46202,US
1347 MERIDIAN ST,INDIANAPOLIS,IN,46202,39.784937,-86.157393,1,range_interpolation,1347,N Meridian St,Indianapolis,IN,Marion County,46202,US
2525 54TH ST,INDIANAPOLIS,IN,46220,39.851323,-86.120266,1,range_interpolation,2525,E 54th St,Indianapolis,IN,Marion County,46220,US
1150 46TH ST,INDIANAPOLIS,IN,46205,39.840325,-86.138679,1,range_interpolation,1150,E 46th St,Indianapolis,IN,Marion County,46205,US
2109 46TH ST,INDIANAPOLIS,IN,46205,39.840071,-86.125318,1,range_interpolation,2109,E 46th St,Indianapolis,IN,Marion County,46205,US
2802 CENTRAL AVE,INDIANAPOLIS,IN,46205,39.806717,-86.149719,1,range_interpolation,2802,Central Ave,Indianapolis,IN,Marion County,46205,US
2955 MERIDIAN ST,INDIANAPOLIS,IN,46208,39.809343,-86.156546,1,range_interpolation,2955,Meridian Ln,Indianapolis,IN,Marion County,46208,US
510 FAIRFIELD AVE,INDIANAPOLIS,IN,46205,39.817862,-86.149519,1,range_interpolation,510,Fairfield Ave,Indianapolis,IN,Marion County,46205,US
3333 MERIDIAN ST,INDIANAPOLIS,IN,46208,39.816274,-86.156624,1,range_interpolation,3333,Meridian Ln,Indianapolis,IN,Marion County,46208,US
3353 CENTRAL AVE,INDIANAPOLIS,IN,46205,39.816769,-86.149524,1,range_interpolation,3353,Central Ave,Indianapolis,IN,Marion County,46205,US
703 30TH ST,INDIANAPOLIS,IN,46205,39.810219,-86.144894,1,range_interpolation,703,E 30th St,Indianapolis,IN,Marion County,46205,US
3351 MERIDIAN ST,INDIANAPOLIS,IN,46208,39.816603,-86.156626,1,range_interpolation,3351,Meridian Ln,Indianapolis,IN,Marion County,46208,US
2434 BOND ST,INDIANAPOLIS,IN,46208,39.801612,-86.181996,1,range_interpolation,2434,Bond St,Indianapolis,IN,Marion County,46208,US
1090 23RD ST,INDIANAPOLIS,IN,46208,39.799567,-86.180414,1,range_interpolation,1090,W 23rd St,Indianapolis,IN,Marion County,46208,US
1073 UDELL ST,INDIANAPOLIS,IN,46208,39.807202,-86.179421,1,range_interpolation,1073,Udell St,Indianapolis,IN,Marion County,46208,US
1870 MONTCALM ST,INDIANAPOLIS,IN,46202,39.792023,-86.180275,1,range_interpolation,1870,Montcalm St,Indianapolis,IN,Marion County,46202,US
2310 WHITE AVE,INDIANAPOLIS,IN,46208,39.79951,-86.184124,1,range_interpolation,2310,White Ave,Indianapolis,IN,Marion County,46208,US
2425 BARNES AVE,INDIANAPOLIS,IN,46208,39.801621,-86.182736,1,range_interpolation,2425,Barnes Ave,Indianapolis,IN,Marion County,46208,US
1209 EUGENE ST,INDIANAPOLIS,IN,46208,39.808993,-86.182957,1,range_interpolation,1209,Eugene St,Indianapolis,IN,Marion County,46208,US
2702 HARDING ST,INDIANAPOLIS,IN,46208,39.805492,-86.187777,1,range_interpolation,2702,Harding Ct,Indianapolis,IN,Marion County,46208,US
828 ROACHE ST,INDIANAPOLIS,IN,46208,39.804791,-86.173855,1,range_interpolation,828,Roache St,Indianapolis,IN,Marion County,46208,US
1616 MILBURN ST,INDIANAPOLIS,IN,46202,39.788922,-86.179157,1,range_interpolation,1616,Milburn St,Indianapolis,IN,Marion County,46202,US
1164 30TH ST,INDIANAPOLIS,IN,46208,39.810209,-86.18165,1,range_interpolation,1164,W 30th St,Indianapolis,IN,Marion County,46208,US
2720 MANSION DR,INDIANAPOLIS,IN,46222,39.802498,-86.204741,1,range_interpolation,2720,Mansion Dr,Indianapolis,IN,Marion County,46222,US
5621 GEORGETOWN RD,INDIANAPOLIS,IN,46254,39.857825,-86.240324,1,range_interpolation,5621,Georgetown Rd,Indianapolis,IN,Marion County,46254,US
5602 LAFAYETTE RD,INDIANAPOLIS,IN,46254,39.852951,-86.263488,1,range_interpolation,5602,Lafayette Rd,Indianapolis,IN,Marion County,46254,US
4720 56TH ST,INDIANAPOLIS,IN,46254,39.853436,-86.238701,1,range_interpolation,4720,E 56th St,Indianapolis,IN,Marion County,46254,US
5550 LAFAYETTE RD,INDIANAPOLIS,IN,46254,39.852162,-86.262542,1,range_interpolation,5550,Lafayette Rd,Indianapolis,IN,Marion County,46254,US
5695 LAFAYETTE RD,INDIANAPOLIS,IN,46254,39.854915,-86.264953,1,range_interpolation,5695,Lafayette Rd,Indianapolis,IN,Marion County,46254,US
4202 56TH ST,INDIANAPOLIS,IN,46254,39.853531,-86.231521,1,range_interpolation,4202,E 56th St,Indianapolis,IN,Marion County,46254,US
4875 56TH ST,INDIANAPOLIS,IN,46254,39.853082,-86.242871,1,range_interpolation,4875,E 56th St,Indianapolis,IN,Marion County,46254,US
6155 GUION RD,INDIANAPOLIS,IN,46254,39.86565,-86.231403,1,range_interpolation,6155,Guion Rd,Indianapolis,IN,Marion County,46254,US
7023 CORPORATE DR,INDIANAPOLIS,IN,46278,39.881765,-86.265484,1,range_interpolation,7023,Corporate Dr,Indianapolis,IN,Marion County,46278,US
6331 CRAWFORDSVILLE RD,INDIANAPOLIS,IN,46224,39.801026,-86.271414,0.8,range_interpolation,6331,Crawfordsville Rd,Indianapolis,IN,Marion County,46224,US
877 COLLIER ST,INDIANAPOLIS,IN,46241,39.754851,-86.23,1,range_interpolation,877,Collier St,Indianapolis,IN,Marion County,46241,US
2410 EXECUTIVE DR,INDIANAPOLIS,IN,46241,39.731413,-86.256251,1,range_interpolation,2410,Executive Dr,Indianapolis,IN,Marion County,46241,US
2020 BELMONT AVE,INDIANAPOLIS,IN,46221,39.739893,-86.196781,1,range_interpolation,2020,N Belmont Ave,Indianapolis,IN,Marion County,46221,US
1701 TIBBS AVE,INDIANAPOLIS,IN,46241,39.743025,-86.215998,1,range_interpolation,1701,Tibbs Ave,Indianapolis,IN,Marion County,46241,US
2501 16TH ST,INDIANAPOLIS,IN,46222,39.788122,-86.202871,1,range_interpolation,2501,W 16th St,Indianapolis,IN,Marion County,46222,US
2330 MICHIGAN ST,INDIANAPOLIS,IN,46222,39.774814,-86.200001,1,range_interpolation,2330,Michigan Rd,Indianapolis,IN,Marion County,46222,US
1424 TIBBS AVE,INDIANAPOLIS,IN,46222,39.786126,-86.215939,1,range_interpolation,1424,Tibbs Ave,Indianapolis,IN,Marion County,46222,US
3237 16TH ST,INDIANAPOLIS,IN,46222,39.787703,-86.212825,1,range_interpolation,3237,W 16th St,Indianapolis,IN,Marion County,46222,US
2323 16TH ST,INDIANAPOLIS,IN,46222,39.787943,-86.200206,1,range_interpolation,2323,W 16th St,Indianapolis,IN,Marion County,46222,US
3642 16TH ST,INDIANAPOLIS,IN,46222,39.787848,-86.22253,1,range_interpolation,3642,W 16th St,Indianapolis,IN,Marion County,46222,US
3413 GEORGETOWN RD,INDIANAPOLIS,IN,46224,39.816868,-86.239817,1,range_interpolation,3413,Georgetown Rd,Indianapolis,IN,Marion County,46224,US
2410 17TH ST,INDIANAPOLIS,IN,46222,39.78908,-86.201767,1,range_interpolation,2410,W 17th St,Indianapolis,IN,Marion County,46222,US
5456 34TH ST,INDIANAPOLIS,IN,46224,39.816633,-86.254166,1,range_interpolation,5456,W 34th St,Indianapolis,IN,Marion County,46224,US
3540 30TH ST,INDIANAPOLIS,IN,46222,39.80981,-86.219183,1,range_interpolation,3540,W 30th St,Indianapolis,IN,Marion County,46222,US
3650 LAFAYETTE RD,INDIANAPOLIS,IN,46222,39.821195,-86.232157,1,range_interpolation,3650,Lafayette Rd,Indianapolis,IN,Marion County,46222,US
3651 COMMERCIAL DR,INDIANAPOLIS,IN,46222,39.823664,-86.229775,1,range_interpolation,3651,Commercial Dr,Indianapolis,IN,Marion County,46222,US
2405 LAFAYETTE RD,INDIANAPOLIS,IN,46222,39.800639,-86.211033,1,range_interpolation,2405,Lafayette Rd,Indianapolis,IN,Marion County,46222,US
2002 LAFAYETTE RD,INDIANAPOLIS,IN,46222,39.794185,-86.204448,1,range_interpolation,2002,Lafayette Rd,Indianapolis,IN,Marion County,46222,US
2960 LAFAYETTE RD,INDIANAPOLIS,IN,46222,39.808962,-86.21943,1,range_interpolation,2960,Lafayette Rd,Indianapolis,IN,Marion County,46222,US
4635 30TH ST,INDIANAPOLIS,IN,46222,39.809226,-86.238377,1,range_interpolation,4635,W 30th St,Indianapolis,IN,Marion County,46222,US
1910 BELLEVIEW PL,INDIANAPOLIS,IN,46222,39.791967,-86.203194,1,range_interpolation,1910,N Belleview Pl,Indianapolis,IN,Marion County,46222,US
3022 GUION RD,INDIANAPOLIS,IN,46222,39.810011,-86.220015,1,range_interpolation,3022,Guion Rd,Indianapolis,IN,Marion County,46222,US
4545 38TH ST,INDIANAPOLIS,IN,46254,39.82415,-86.236494,0.8,range_interpolation,4545,38th Ct,Indianapolis,IN,Marion County,46254,US
2619 LAFAYETTE RD,INDIANAPOLIS,IN,46222,39.804235,-86.214762,1,range_interpolation,2619,Lafayette Rd,Indianapolis,IN,Marion County,46222,US
1802 TIBBS AVE,INDIANAPOLIS,IN,46222,39.791762,-86.215981,1,range_interpolation,1802,Tibbs Ave,Indianapolis,IN,Marion County,46222,US
3117 30TH ST,INDIANAPOLIS,IN,46222,39.809602,-86.211706,1,range_interpolation,3117,W 30th St,Indianapolis,IN,Marion County,46222,US
3002 TIBBS AVE,INDIANAPOLIS,IN,46222,39.808547,-86.216235,1,range_interpolation,3002,Tibbs Ave,Indianapolis,IN,Marion County,46222,US
3040 16TH ST,INDIANAPOLIS,IN,46222,39.788044,-86.20969,1,range_interpolation,3040,W 16th St,Indianapolis,IN,Marion County,46222,US
3612 16TH ST,INDIANAPOLIS,IN,46222,39.787865,-86.221609,1,range_interpolation,3612,W 16th St,Indianapolis,IN,Marion County,46222,US
5935 56TH ST,INDIANAPOLIS,IN,46254,39.852791,-86.264136,1,range_interpolation,5935,E 56th St,Indianapolis,IN,Marion County,46254,US
3103 HIGH SCHOOL RD,INDIANAPOLIS,IN,46224,39.810703,-86.269885,0.9,range_interpolation,3103,N High School Rd,Indianapolis,IN,Marion County,46224,US
5363 COLLEGE AVE,INDIANAPOLIS,IN,46220,39.85031,-86.14566,1,range_interpolation,5363,College Ave N,Indianapolis,IN,Marion County,46220,US
5212 COLLEGE AVE,INDIANAPOLIS,IN,46220,39.847321,-86.145917,1,range_interpolation,5212,College Ave N,Indianapolis,IN,Marion County,46220,US
4923 COLLEGE AVE,INDIANAPOLIS,IN,46205,39.84306,-86.145552,1,range_interpolation,4923,College Ave N,Indianapolis,IN,Marion County,46205,US
4217 CENTRAL AVE,INDIANAPOLIS,IN,46205,39.832886,-86.149681,1,range_interpolation,4217,Central Ave,Indianapolis,IN,Marion County,46205,US
3860 COLLEGE AVE,INDIANAPOLIS,IN,46205,39.826173,-86.145217,1,range_interpolation,3860,College Ave N,Indianapolis,IN,Marion County,46205,US
4550 COLLEGE AVE,INDIANAPOLIS,IN,46205,39.838742,-86.145328,1,range_interpolation,4550,College Ave N,Indianapolis,IN,Marion County,46205,US
3951 MERIDIAN ST,INDIANAPOLIS,IN,46208,39.826545,-86.156714,1,range_interpolation,3951,Meridian Ln,Indianapolis,IN,Marion County,46208,US
3925 COLLEGE AVE,INDIANAPOLIS,IN,46205,39.827253,-86.144929,1,range_interpolation,3925,College Ave N,Indianapolis,IN,Marion County,46205,US
5692 CENTRAL AVE,INDIANAPOLIS,IN,46220,39.856958,-86.150306,1,range_interpolation,5692,Central Ave,Indianapolis,IN,Marion County,46220,US
661 49TH ST,INDIANAPOLIS,IN,46205,39.842643,-86.146686,1,range_interpolation,661,E 49th St,Indianapolis,IN,Marion County,46205,US
644 38TH ST,INDIANAPOLIS,IN,46205,39.825204,-86.146584,0.9,range_interpolation,644,E 38th St,Indianapolis,IN,Marion County,46205,US
4905 COLLEGE AVE,INDIANAPOLIS,IN,46205,39.842853,-86.14555,1,range_interpolation,4905,College Ave N,Indianapolis,IN,Marion County,46205,US
141 SHORTRIDGE RD,INDIANAPOLIS,IN,46219,39.769815,-86.040339,1,range_interpolation,141,S Shortridge Rd,Indianapolis,IN,Marion County,46219,US
5935 MADISON AVE,INDIANAPOLIS,IN,46227,39.680601,-86.132302,1,range_interpolation,5935,Madison Ave,Indianapolis,IN,Marion County,46227,US
5330 MADISON AVE,INDIANAPOLIS,IN,46227,39.688713,-86.135597,1,range_interpolation,5330,Madison Ave,Indianapolis,IN,Marion County,46227,US
2350 BELMONT AVE,INDIANAPOLIS,IN,46221,39.735101,-86.193094,1,range_interpolation,2350,N Belmont Ave,Indianapolis,IN,Marion County,46221,US
2319 KENTUCKY AVE,INDIANAPOLIS,IN,46221,39.734899,-86.198747,1,range_interpolation,2319,Kentucky Ave,Indianapolis,IN,Marion County,46221,US
3748 TROY AVE,INDIANAPOLIS,IN,46221,39.720834,-86.222523,1,range_interpolation,3748,Troy Ave,Indianapolis,IN,Marion County,46221,US
3449 HARDING ST,INDIANAPOLIS,IN,46217,39.715332,-86.186832,0.9,range_interpolation,3449,S Harding St,Indianapolis,IN,Marion County,46217,US
910 MARKWOOD AVE,INDIANAPOLIS,IN,46227,39.703745,-86.142517,1,range_interpolation,910,Markwood Ave,Indianapolis,IN,Marion County,46227,US
1203 TROY AVE,INDIANAPOLIS,IN,46225,39.721904,-86.183407,1,range_interpolation,1203,Troy Ave,Indianapolis,IN,Marion County,46225,US
3432 MADISON AVE,INDIANAPOLIS,IN,46227,39.716089,-86.147042,1,range_interpolation,3432,Madison Ave,Indianapolis,IN,Marion County,46227,US
59 PLEASANT RUN PKWY SDR,INDIANAPOLIS,IN,46225,39.73195,-86.158497,0.9,range_interpolation,59,E Pleasant Run Pkwy N Dr,Indianapolis,IN,Marion County,46225,US
2834 SHELBY ST,INDIANAPOLIS,IN,46203,39.725304,-86.139568,1,range_interpolation,2834,Shelby St,Indianapolis,IN,Marion County,46203,US
16 GIBSON AVE,INDIANAPOLIS,IN,46219,39.773193,-86.016931,1,range_interpolation,16,S Gibson Ave,Indianapolis,IN,Marion County,46219,US
